Title,Authors,Abstract,Published Year,Published Month,Journal,Volume,Issue,Pages,Accession Number,DOI,Ref,Covidence #,Study,Notes,Tags
Naturalistic psychedelic therapy: The role of relaxation and subjective drug effects in antidepressant response.,Calder AE; Rausch B; Liechti ME; Holze F; Hasler G,"BACKGROUND: Psychedelic-assisted therapy (PAT) is permitted in Switzerland under its limited medical use program. Data from patients in this program represent a unique opportunity to analyze the real-world practice of PAT. AIMS: This study compared the subjective effects of lysergic acid diethylamide (LSD) and psilocybin between patients undergoing PAT and healthy volunteers. For the patients, it also investigated the relationship between antidepressant effects and six measures of acute drug effects. METHODS: We compared data on acute psychedelic drug effects between 28 PAT patients with data from 28 healthy participants who participated in a randomized, double-blind crossover trial. All participants received varying doses of psilocybin and LSD. Subjective effects were assessed on an hourly basis during the acute drug effects, and the Mystical Experience Questionnaire (MEQ) was completed retrospectively. For patients, depressive symptoms were assessed using the Montgomery-Åsberg Depression Rating Scale (MADRS). RESULTS: Ratings of overall drug effect and mystical experience were similar across groups. Compared with healthy controls, patients reported lower ratings of ego dissolution. Patients showed a significant decrease in MADRS scores, and the greatest predictor of antidepressant outcome was relaxation during the PAT session. We did not observe a relationship between mystical-type experiences and antidepressant effects. Most patients experienced mild adverse effects which resolved within 48 h. CONCLUSION: PAT reduced depressive symptoms in this heterogeneous patient group. Patients may experience more challenging psychedelic effects and reduced ego dissolution. Hourly assessment of drug effects may predict clinical outcomes better than retrospectively assessed mystical experiences, and the impact of relaxation during PAT should be investigated further.",2024,Oct,J Psychopharmacol,38,10,873-886,,10.1177/02698811241278873,39302087,#28421,Calder 2024,"",Possible RCT
Altered network hub connectivity after acute LSD administration.,Müller F; Dolder PC; Schmidt A; Liechti ME; Borgwardt S,"LSD is an ambiguous substance, said to mimic psychosis and to improve mental health in people suffering from anxiety and depression. Little is known about the neuronal correlates of altered states of consciousness induced by this substance. Limited previous studies indicated profound changes in functional connectivity of resting state networks after the administration of LSD. The current investigation attempts to replicate and extend those findings in an independent sample. In a double-blind, randomized, cross-over study, 100 μg LSD and placebo were orally administered to 20 healthy participants. Resting state brain activity was assessed by functional magnetic resonance imaging. Within-network and between-network connectivity measures of ten established resting state networks were compared between drug conditions. Complementary analysis were conducted using resting state networks as sources in seed-to-voxel analyses. Acute LSD administration significantly decreased functional connectivity within visual, sensorimotor and auditory networks and the default mode network. While between-network connectivity was widely increased and all investigated networks were affected to some extent, seed-to-voxel analyses consistently indicated increased connectivity between networks and subcortical (thalamus, striatum) and cortical (precuneus, anterior cingulate cortex) hub structures. These latter observations are consistent with findings on the importance of hubs in psychopathological states, especially in psychosis, and could underlay therapeutic effects of hallucinogens as proposed by a recent model.",2018,,Neuroimage Clin,18,,694-701,,10.1016/j.nicl.2018.03.005,29560311,#28435,Müller 2018,"",Possible RCT
Double-blind comparison of the two hallucinogens psilocybin and dextromethorphan: similarities and differences in subjective experiences.,Carbonaro TM; Johnson MW; Hurwitz E; Griffiths RR,"RATIONALE: Although psilocybin and dextromethorphan (DXM) are hallucinogens, they have different receptor mechanisms of action and have not been directly compared. OBJECTIVE: This study compared subjective, behavioral, and physiological effects of psilocybin and dextromethorphan under conditions that minimized expectancy effects. METHODS: Single, acute oral doses of psilocybin (10, 20, 30 mg/70 kg), DXM (400 mg/70 kg), and placebo were administered under double-blind conditions to 20 healthy participants with histories of hallucinogen use. Instructions to participants and staff minimized expectancy effects. Various subjective, behavioral, and physiological effects were assessed after drug administration. RESULTS: High doses of both drugs produced similar increases in participant ratings of peak overall drug effect strength, with similar times to maximal effect and time-course. Psilocybin produced orderly dose-related increases on most participant-rated subjective measures previously shown sensitive to hallucinogens. DXM produced increases on most of these same measures. However, the high dose of psilocybin produced significantly greater and more diverse visual effects than DXM including greater movement and more frequent, brighter, distinctive, and complex (including textured and kaleidoscopic) images and visions. Compared to DXM, psilocybin also produced significantly greater mystical-type and psychologically insightful experiences and greater absorption in music. In contrast, DXM produced larger effects than psilocybin on measures of disembodiment, nausea/emesis, and light-headedness. Both drugs increased systolic blood pressure, heart rate, and pupil dilation and decreased psychomotor performance and balance. CONCLUSIONS: Psilocybin and DXM produced similar profiles of subjective experiences, with psilocybin producing relatively greater visual, mystical-type, insightful, and musical experiences, and DXM producing greater disembodiment.",2018,Feb,Psychopharmacology (Berl),235,2,521-534,,10.1007/s00213-017-4769-4,29116367,#28442,Carbonaro 2018,"",Possible RCT
"3,4-Methylenedioxymethamphetamine (ecstasy) and alcohol interactions in humans: psychomotor performance, subjective effects, and pharmacokinetics.",Hernández-López C; Farré M; Roset PN; Menoyo E; Pizarro N; Ortuño J; Torrens M; Camí J; de La Torre R,"3,4-Methylenedioxymethamphetamine (MDMA) is frequently consumed in association with alcohol. The effect of this combination in humans has not been previously investigated. Nine male healthy volunteers received single oral doses of 100 mg of MDMA plus 0.8 g/kg ethanol, 100 mg of MDMA, 0.8 g/kg of ethanol, and placebo in a double blind, double dummy, randomized crossover trial. Measurements included psychomotor performance, subjective effects, and pharmacokinetics. Plasma concentrations of MDMA showed a 13% increase after the use of alcohol, whereas plasma concentrations of alcohol showed a 9 to 15% decrease after MDMA administration. The MDMA-alcohol combination induced longer lasting euphoria and well being than MDMA or alcohol alone. MDMA reversed the subjective sedation induced by alcohol but did not reduce drunkenness feelings. MDMA did not reverse the actions of alcohol on psychomotor abilities. Combined use of MDMA and alcohol causes dissociation between subjective and objective sedation. Subjects may feel euphoric and less sedated and might have the feeling of doing better, but actual performance ability continues to be impaired by the effect of alcohol. Confirmation of these findings in further studies will be highly relevant in terms of road safety.",2002,Jan,J Pharmacol Exp Ther,300,1,236-44,,10.1124/jpet.300.1.236,11752122,#28443,Hernández-López 2002,"",Possible RCT
"Ketanserin Reverses the Acute Response to LSD in a Randomized, Double-Blind, Placebo-Controlled, Crossover Study in Healthy Participants.",Becker AM; Klaiber A; Holze F; Istampoulouoglou I; Duthaler U; Varghese N; Eckert A; Liechti ME,"BACKGROUND: Lysergic acid diethylamide (LSD) is currently being investigated in psychedelic-assisted therapy. LSD has a long duration of acute action of 8-11 hours. It produces its acute psychedelic effects via stimulation of the serotonin 5-hydroxytryptamine-2A (HT2A) receptor. Administration of the 5-HT2A antagonist ketanserin before LSD almost fully blocks the acute subjective response to LSD. However, unclear is whether ketanserin can also reverse the effects of LSD when administered after LSD. METHODS: We used a double-blind, randomized, placebo-controlled, crossover design in 24 healthy participants who underwent two 14-hour sessions and received ketanserin (40 mg p.o.) or placebo 1 hour after LSD (100 µg p.o.). Outcome measures included subjective effects, autonomic effects, acute adverse effects, plasma brain-derived neurotrophic factor levels, and pharmacokinetics up to 12 hours. RESULTS: Ketanserin reversed the acute response to LSD, thereby significantly reducing the duration of subjective effects from 8.5 hours with placebo to 3.5 hours. Ketanserin also reversed LSD-induced alterations of mind, including visual and acoustic alterations and ego dissolution. Ketanserin reduced adverse cardiovascular effects and mydriasis that were associated with LSD but had no effects on elevations of brain-derived neurotrophic factor levels. Ketanserin did not alter the pharmacokinetics of LSD. CONCLUSIONS: These findings are consistent with an interaction between ketanserin and LSD and the view that LSD produces its psychedelic effects only when occupying 5-HT2A receptors. Ketanserin can effectively be used as a planned or rescue option to shorten and attenuate the LSD experience in humans in research and LSD-assisted therapy. TRIAL REGISTRY: ClinicalTrials.gov (NCT04558294).",2023,Feb,Int J Neuropsychopharmacol,26,2,97-106,ClinicalTrials.gov/NCT04558294,10.1093/ijnp/pyac075,36342343,#28444,Becker 2023,"",Possible RCT
"Acute effects of MDMA on trust, cooperative behaviour and empathy: A double-blind, placebo-controlled experiment.",Borissova A; Ferguson B; Wall MB; Morgan CJ; Carhart-Harris RL; Bolstridge M; Bloomfield MA; Williams TM; Feilding A; Murphy K; Tyacke RJ; Erritzoe D; Stewart L; Wolff K; Nutt D; Curran HV; Lawn W,"BACKGROUND: 3,4-Methylenedioxymethamphetamine (MDMA) is being actively researched as an adjunct to psychotherapy. It may be beneficial to trust, empathy and cooperative behaviour due to its acute prosocial effects. AIM: To test (a) the acute effects of MDMA on measures of empathy, trust and cooperative behaviour, and (b) subacute changes in mood three days after MDMA administration. METHODS: Twenty-five participants (n=7 female), participated in this double-blind, repeated-measures, placebo-controlled experiment. Participants attended two acute sessions, one week apart. Each acute session was followed by a subacute session three days later. Participants received placebo (100 mg ascorbic acid) during one acute session, and MDMA (100 mg MDMA-HCl) at the other, with order counterbalanced. Participants completed the following tasks assessing prosocial behaviour: a trust investment task, a trustworthy face rating task, an empathic stories task, a public project game, a dictator game and an ultimatum game. Participants reported subjective effects. Blood was taken pre-drug, 2 and 4 hours post-drug, and tested for plasma MDMA levels. RESULTS: MDMA acutely increased self-reported 'closeness to others' and 'euphoria' and increased plasma concentrations of MDMA. MDMA did not significantly change task-based empathy, trust or cooperative behaviour. Using Bayesian analyses, we found evidence that MDMA and placebo did not differ in their effects on empathy and cooperative behaviour. MDMA did not significantly change subacute mood and this was supported by our Bayesian analyses. CONCLUSION: Despite augmentation in plasma MDMA levels and subjective drug effects, we found no increase in prosocial behaviour in a laboratory setting.",2021,May,J Psychopharmacol,35,5,547-555,,10.1177/0269881120926673,32538252,#28446,Borissova 2021,"",Possible RCT
Acute Subjective and Behavioral Effects of Microdoses of Lysergic Acid Diethylamide in Healthy Human Volunteers.,Bershad AK; Schepers ST; Bremmer MP; Lee R; de Wit H,"BACKGROUND: Numerous anecdotal reports suggest that repeated use of very low doses of lysergic acid diethylamide (LSD), known as microdosing, improves mood and cognitive function. These effects are consistent both with the known actions of LSD on serotonin receptors and with limited evidence that higher doses of LSD (100-200 μg) positively bias emotion processing. Yet, the effects of such subthreshold doses of LSD have not been tested in a controlled laboratory setting. As a first step, we examined the effects of single very low doses of LSD (0-26 μg) on mood and behavior in healthy volunteers under double-blind conditions. METHODS: Healthy young adults (N = 20) attended 4 laboratory sessions during which they received 0 (placebo), 6.5, 13, or 26 μg of LSD in randomized order at 1-week intervals. During expected peak drug effect, they completed mood questionnaires and behavioral tasks assessing emotion processing and cognition. Cardiovascular measures and body temperature were also assessed. RESULTS: LSD produced dose-related subjective effects across the 3 doses (6.5, 13, and 26 μg). At the highest dose, the drug also increased ratings of vigor and slightly decreased positivity ratings of images with positive emotional content. Other mood measures, cognition, and physiological measures were unaffected. CONCLUSIONS: Single microdoses of LSD produced orderly dose-related subjective effects in healthy volunteers. These findings indicate that a threshold dose of 13 μg of LSD might be used safely in an investigation of repeated administrations. It remains to be determined whether the drug improves mood or cognition in individuals with symptoms of depression.",2019,Nov,Biol Psychiatry,86,10,792-800,ClinicalTrials.gov/NCT03790358,10.1016/j.biopsych.2019.05.019,31331617,#28451,Bershad 2019,"",Possible RCT
Acute dose-dependent effects of lysergic acid diethylamide in a double-blind placebo-controlled study in healthy subjects.,Holze F; Vizeli P; Ley L; Müller F; Dolder P; Stocker M; Duthaler U; Varghese N; Eckert A; Borgwardt S; Liechti ME,"Growing interest has been seen in using lysergic acid diethylamide (LSD) in psychiatric research and therapy. However, no modern studies have evaluated subjective and autonomic effects of different and pharmaceutically well-defined doses of LSD. We used a double-blind, randomized, placebo-controlled, crossover design in 16 healthy subjects (eight women, eight men) who underwent six 25 h sessions and received placebo, LSD (25, 50, 100, and 200 µg), and 200 µg LSD 1 h after administration of the serotonin 5-hydroxytryptamine-2A (5-HT(2A)) receptor antagonist ketanserin (40 mg). Test days were separated by at least 10 days. Outcome measures included self-rating scales that evaluated subjective effects, autonomic effects, adverse effects, plasma brain-derived neurotrophic factor levels, and pharmacokinetics up to 24 h. The pharmacokinetic-subjective response relationship was evaluated. LSD showed dose-proportional pharmacokinetics and first-order elimination and dose-dependently induced subjective responses starting at the 25 µg dose. A ceiling effect was observed for good drug effects at 100 µg. The 200 µg dose of LSD induced greater ego dissolution than the 100 µg dose and induced significant anxiety. The average duration of subjective effects increased from 6.7 to 11 h with increasing doses of 25-200 µg. LSD moderately increased blood pressure and heart rate. Ketanserin effectively prevented the response to 200 µg LSD. The LSD dose-response curve showed a ceiling effect for subjective good effects, and ego dissolution and anxiety increased further at a dose above 100 µg. These results may assist with dose finding for future LSD research. The full psychedelic effects of LSD are primarily mediated by serotonin 5-HT(2A) receptor activation.",2021,Feb,Neuropsychopharmacology,46,3,537-544,,10.1038/s41386-020-00883-6,33059356,#28457,Holze 2021,"",Possible RCT
The effects of LSD-25 and dextroamphetamine on the use of defensive language.,Dahlberg CC; Jaffe J,"Verified that psychotomimetics attenuate verbal defense mechanisms. This was accomplished by reanalyzing the 5-minute monologues of 7 neurotic depressives who participated in a project (Mechaneck, Feldstein, Dahlberg, & Jaffe, 1968) that examined the effects of LSD and dextroamphetamine on timing aspects of speech. Dosages were subhallucinatory: 15-25 mg dextroamphetamine, 50-100 mg LSD, and a matching placebo. Volunteers received each drug (double-blind) seven or eight times on a random schedule over a 1 1/2-year period; there was a 3-week intertrial interval. The patient provided 5-minute monologues both before and after drug effects. The monologues were transcribed and scored for formal measures of defensive language. Results indicated that LSD caused individuals to make more personal statements and to use explanation and evaluations less often. Dextroamphetamine was found to decrease the use of nonpersonal references.",1979,Apr,J Clin Psychol,35,2,250-4,,10.1002/1097-4679(197904)35:2<250::aid-jclp2270350205>3.0.co;2-g,457881,#28461,Dahlberg 1979,"",Possible RCT
Intimate insight: MDMA changes how people talk about significant others.,Baggott MJ; Kirkpatrick MG; Bedi G; de Wit H,"RATIONALE: ±3,4-methylenedioxymethamphetamine (MDMA) is widely believed to increase sociability. The drug alters speech production and fluency, and may influence speech content. Here, we investigated the effect of MDMA on speech content, which may reveal how this drug affects social interactions. METHOD: Thirty-five healthy volunteers with prior MDMA experience completed this two-session, within-subjects, double-blind study during which they received 1.5 mg/kg oral MDMA and placebo. Participants completed a five-minute standardized talking task during which they discussed a close personal relationship (e.g. a friend or family member) with a research assistant. The conversations were analyzed for selected content categories (e.g. words pertaining to affect, social interaction, and cognition), using both a standard dictionary method (Pennebaker's Linguistic Inquiry and Word Count: LIWC) and a machine learning method using random forest classifiers. RESULTS: Both analytic methods revealed that MDMA altered speech content relative to placebo. Using LIWC scores, the drug increased use of social and sexual words, consistent with reports that MDMA increases willingness to disclose. Using the machine learning algorithm, we found that MDMA increased use of social words and words relating to both positive and negative emotions. CONCLUSIONS: These findings are consistent with reports that MDMA acutely alters speech content, specifically increasing emotional and social content during a brief semistructured dyadic interaction. Studying effects of psychoactive drugs on speech content may offer new insights into drug effects on mental states, and on emotional and psychosocial interaction.",2015,Jun,J Psychopharmacol,29,6,669-77,,10.1177/0269881115581962,25922420,#28514,Baggott 2015,"",Possible RCT
Implications for psychedelic-assisted psychotherapy: functional magnetic resonance imaging study with psilocybin.,Carhart-Harris RL; Leech R; Williams TM; Erritzoe D; Abbasi N; Bargiotas T; Hobden P; Sharp DJ; Evans J; Feilding A; Wise RG; Nutt DJ,"BACKGROUND: Psilocybin is a classic psychedelic drug that has a history of use in psychotherapy. One of the rationales for its use was that it aids emotional insight by lowering psychological defences. AIMS: To test the hypothesis that psilocybin facilitates access to personal memories and emotions by comparing subjective and neural responses to positive autobiographical memories under psilocybin and placebo. METHOD: Ten healthy participants received two functional magnetic resonance imaging scans (2 mg intravenous psilocybin v. intravenous saline), separated by approximately 7 days, during which they viewed two different sets of 15 positive autobiographical memory cues. Participants viewed each cue for 6 s and then closed their eyes for 16 s and imagined re-experiencing the event. Activations during this recollection period were compared with an equivalent period of eyes-closed rest. We split the recollection period into an early phase (first 8 s) and a late phase (last 8 s) for analysis. RESULTS: Robust activations to the memories were seen in limbic and striatal regions in the early phase and the medial prefrontal cortex in the late phase in both conditions (P<0.001, whole brain cluster correction), but there were additional visual and other sensory cortical activations in the late phase under psilocybin that were absent under placebo. Ratings of memory vividness and visual imagery were significantly higher after psilocybin (P<0.05) and there was a significant positive correlation between vividness and subjective well-being at follow-up (P<0.01). CONCLUSIONS: Evidence that psilocybin enhances autobiographical recollection implies that it may be useful in psychotherapy either as a tool to facilitate the recall of salient memories or to reverse negative cognitive biases.",2012,Mar,Br J Psychiatry,200,3,238-44,,10.1192/bjp.bp.111.103309,22282432,#28531,Carhart-Harris 2012,"",Possible RCT
"3,4-Methylenedioxymethamphetamine-assisted psychotherapy for treatment of chronic posttraumatic stress disorder: A randomized phase 2 controlled trial.",Ot'alora G M; Grigsby J; Poulter B; Van Derveer JW 3rd; Giron SG; Jerome L; Feduccia AA; Hamilton S; Yazar-Klosinski B; Emerson A; Mithoefer MC; Doblin R,"BACKGROUND: Posttraumatic stress disorder often does not resolve after conventional psychotherapies or pharmacotherapies. Pilot studies have reported that 3,4-methylenedioxymethamphetamine (MDMA) combined with psychotherapy reduces posttraumatic stress disorder symptoms. AIMS: This pilot dose response trial assessed efficacy and safety of MDMA-assisted psychotherapy across multiple therapy teams. METHODS: Twenty-eight people with chronic posttraumatic stress disorder were randomized in a double-blind dose response comparison of two active doses (100 and 125 mg) with a low dose (40 mg) of MDMA administered during eight-hour psychotherapy sessions. Change in the Clinician-Administered PTSD Scale total scores one month after two sessions of MDMA served as the primary outcome. Active dose groups had one additional open-label session; the low dose group crossed over for three open-label active dose sessions. A 12-month follow-up assessment occurred after the final MDMA session. RESULTS: In the intent-to-treat set, the active groups had the largest reduction in Clinician-Administered PTSD Scale total scores at the primary endpoint, with mean (standard deviation) changes of -26.3 (29.5) for 125 mg, -24.4 (24.2) for 100 mg, and -11.5 (21.2) for 40 mg, though statistical significance was reached only in the per protocol set ( p=0.03). Posttraumatic stress disorder symptoms remained lower than baseline at 12-month follow-up ( p<0.001) with 76% ( n=25) not meeting posttraumatic stress disorder criteria. There were no drug-related serious adverse events, and the treatment was well-tolerated. CONCLUSIONS: Our findings support previous investigations of MDMA-assisted psychotherapy as an innovative, efficacious treatment for posttraumatic stress disorder.",2018,Dec,J Psychopharmacol,32,12,1295-1307,,10.1177/0269881118806297,30371148,#28543,Ot'aloraG 2018,"",Possible RCT
"Effects of 3,4-methylenedioxymethamphetamine on socioemotional feelings, authenticity, and autobiographical disclosure in healthy volunteers in a controlled setting.",Baggott MJ; Coyle JR; Siegrist JD; Garrison KJ; Galloway GP; Mendelson JE,"The drug 3,4-methylenedioxymethamphetamine (MDMA, ""ecstasy"", ""molly"") is a widely used illicit drug and experimental adjunct to psychotherapy. MDMA has unusual, poorly understood socioemotional effects, including feelings of interpersonal closeness and sociability. To better understand these effects, we conducted a small (n=12) within-subjects double-blind placebo controlled study of the effects of 1.5 mg/kg oral MDMA on social emotions and autobiographical disclosure in a controlled setting. MDMA displayed both sedative- and stimulant-like effects, including increased self-report anxiety. At the same time, MDMA positively altered evaluation of the self (i.e. increasing feelings of authenticity) while decreasing concerns about negative evaluation by others (i.e. decreasing social anxiety). Consistent with these feelings, MDMA increased how comfortable participants felt describing emotional memories. Overall, MDMA produced a prosocial syndrome that seemed to facilitate emotional disclosure and that appears consistent with the suggestion that it represents a novel pharmacological class.",2016,Apr,J Psychopharmacol,30,4,378-87,,10.1177/0269881115626348,26880224,#28551,Baggott 2016,"",Possible RCT
Psilocybin links binocular rivalry switch rate to attention and subjective arousal levels in humans.,Carter OL; Hasler F; Pettigrew JD; Wallis GM; Liu GB; Vollenweider FX,"RATIONALE: Binocular rivalry occurs when different images are simultaneously presented to each eye. During continual viewing of this stimulus, the observer will experience repeated switches between visual awareness of the two images. Previous studies have suggested that a slow rate of perceptual switching may be associated with clinical and drug-induced psychosis. OBJECTIVES: The objective of the study was to explore the proposed relationship between binocular rivalry switch rate and subjective changes in psychological state associated with 5-HT2A receptor activation. MATERIALS AND METHODS: This study used psilocybin, the hallucinogen found naturally in Psilocybe mushrooms that had previously been found to induce psychosis-like symptoms via the 5-HT2A receptor. The effects of psilocybin (215 microg/kg) were considered alone and after pretreatment with the selective 5-HT2A antagonist ketanserin (50 mg) in ten healthy human subjects. RESULTS: Psilocybin significantly reduced the rate of binocular rivalry switching and increased the proportion of transitional/mixed percept experience. Pretreatment with ketanserin blocked the majority of psilocybin's ""positive"" psychosis-like hallucinogenic symptoms. However, ketanserin had no influence on either the psilocybin-induced slowing of binocular rivalry or the drug's ""negative-type symptoms"" associated with reduced arousal and vigilance. CONCLUSIONS: Together, these findings link changes in binocular rivalry switching rate to subjective levels of arousal and attention. In addition, it suggests that psilocybin's effect on binocular rivalry is unlikely to be mediated by the 5-HT2A receptor.",2007,Dec,Psychopharmacology (Berl),195,3,415-24,,10.1007/s00213-007-0930-9,17874073,#28564,Carter 2007,"",Possible RCT
Daytime Ayahuasca administration modulates REM and slow-wave sleep in healthy volunteers.,Barbanoj MJ; Riba J; Clos S; Giménez S; Grasa E; Romero S,"OBJECTIVES: Ayahuasca is a traditional South American psychoactive beverage and the central sacrament of Brazilian-based religious groups, with followers in Europe and the United States. The tea contains the psychedelic indole N,N-dimethyltryptamine (DMT) and beta-carboline alkaloids with monoamine oxidase-inhibiting properties that render DMT orally active. DMT interacts with serotonergic neurotransmission acting as a partial agonist at 5-HT(1A) and 5-HT(2A/2C) receptor sites. Given the role played by serotonin in the regulation of the sleep/wake cycle, we investigated the effects of daytime ayahuasca consumption in sleep parameters. MEASUREMENTS AND RESULTS: Subjective sleep quality, polysomnography (PSG), and spectral analysis were assessed in a group of 22 healthy male volunteers after the administration of a placebo, an ayahuasca dose equivalent to 1 mg DMT kg(-1) body weight, and 20 mg d-amphetamine, a proaminergic drug, as a positive control. Results show that ayahuasca did not induce any subjectively perceived deterioration of sleep quality or PSG-measured disruptions of sleep initiation or maintenance, in contrast with d-amphetamine, which delayed sleep initiation, disrupted sleep maintenance, induced a predominance of 'light' vs 'deep' sleep and significantly impaired subjective sleep quality. PSG analysis also showed that similarly to d-amphetamine, ayahuasca inhibits rapid eye movement (REM) sleep, decreasing its duration, both in absolute values and as a percentage of total sleep time, and shows a trend increase in its onset latency. Spectral analysis showed that d-amphetamine and ayahuasca increased power in the high frequency range, mainly during stage 2. Remarkably, whereas slow-wave sleep (SWS) power in the first night cycle, an indicator of sleep pressure, was decreased by d-amphetamine, ayahuasca enhanced power in this frequency band. CONCLUSIONS: Results show that daytime serotonergic psychedelic drug administration leads to measurable changes in PSG and sleep power spectrum and suggest an interaction between these drugs and brain circuits modulating REM and SWS.",2008,Feb,Psychopharmacology (Berl),196,2,315-26,,10.1007/s00213-007-0963-0,18030450,#28571,Barbanoj 2008,"",Possible RCT
Serotonergic psychedelics temporarily modify information transfer in humans.,Alonso JF; Romero S; Mañanas MÀ; Riba J,"BACKGROUND: Psychedelics induce intense modifications in the sensorium, the sense of ""self,"" and the experience of reality. Despite advances in our understanding of the molecular and cellular level mechanisms of these drugs, knowledge of their actions on global brain dynamics is still incomplete. Recent imaging studies have found changes in functional coupling between frontal and parietal brain structures, suggesting a modification in information flow between brain regions during acute effects. METHODS: Here we assessed the psychedelic-induced changes in directionality of information flow during the acute effects of a psychedelic in humans. We measured modifications in connectivity of brain oscillations using transfer entropy, a nonlinear measure of directed functional connectivity based on information theory. Ten healthy male volunteers with prior experience with psychedelics participated in 2 experimental sessions. They received a placebo or a dose of ayahuasca, a psychedelic preparation containing the serotonergic 5-HT2A agonist N,N-dimethyltryptamine. RESULTS: The analysis showed significant changes in the coupling of brain oscillations between anterior and posterior recording sites. Transfer entropy analysis showed that frontal sources decreased their influence over central, parietal, and occipital sites. Conversely, sources in posterior locations increased their influence over signals measured at anterior locations. Exploratory correlations found that anterior-to-posterior transfer entropy decreases were correlated with the intensity of subjective effects, while the imbalance between anterior-to-posterior and posterior-to-anterior transfer entropy correlated with the degree of incapacitation experienced. CONCLUSIONS: These results suggest that psychedelics induce a temporary disruption of neural hierarchies by reducing top-down control and increasing bottom-up information transfer in the human brain.",2015,Mar,Int J Neuropsychopharmacol,18,8,,,10.1093/ijnp/pyv039,25820842,#28574,Alonso 2015,"",Possible RCT
Subjective features of the psilocybin experience that may account for its self-administration by humans: a double-blind comparison of psilocybin and dextromethorphan.,Carbonaro TM; Johnson MW; Griffiths RR,"RATIONALE: Although both psilocybin and dextromethorphan (DXM) produce psychedelic-like subjective effects, rates of non-medical use of psilocybin are consistently greater than DXM. OBJECTIVE: New data are presented from a study of psilocybin and DXM relevant to understanding the features of psilocybin subjective effects that may account for its higher rates of non-medical use. METHODS: Single, acute oral doses of psilocybin (10, 20, 30 mg/70 kg), DXM (400 mg/70 kg), and placebo were administered under double-blind conditions to 20 healthy participants with histories of hallucinogen use. RESULTS: High doses of both drugs produced similar time courses and increases in participant ratings of peak overall drug effect strength. Nine subjective effect domains are proposed to be related to the reinforcing effects of psilocybin: liking, visual effects, positive mood, insight, positive social effects, increased awareness of beauty (both visual and music), awe/amazement, meaningfulness, and mystical experience. For most ratings, (1) psilocybin and DXM both produced effects significantly greater than placebo; (2) psilocybin showed dose-related increases; 3, DXM was never significantly higher than psilocybin; (4) the two highest psilocybin doses were significantly greater than DXM. These differences were consistent with two measures of desire to take the drug condition again. CONCLUSIONS: This analysis provides new information about domains of psilocybin subjective effects proposed to be related to its reinforcing effects (alternatively described as the ""motivation"" to use). Observed differences on these domains between psilocybin and DXM are consistent with the relative rates of non-medical use of psilocybin and DXM.",2020,Aug,Psychopharmacology (Berl),237,8,2293-2304,,10.1007/s00213-020-05533-9,32500212,#28584,Carbonaro 2020,"",Possible RCT
"Using psilocybin to investigate the relationship between attention, working memory, and the serotonin 1A and 2A receptors.",Carter OL; Burr DC; Pettigrew JD; Wallis GM; Hasler F; Vollenweider FX,"Increasing evidence suggests a link between attention, working memory, serotonin (5-HT), and prefrontal cortex activity. In an attempt to tease out the relationship between these elements, this study tested the effects of the hallucinogenic mixed 5-HT1A/2A receptor agonist psilocybin alone and after pretreatment with the 5-HT2A antagonist ketanserin. Eight healthy human volunteers were tested on a multiple-object tracking task and spatial working memory task under the four conditions: placebo, psilocybin (215 microg/kg), ketanserin (50 mg), and psilocybin and ketanserin. Psilocybin significantly reduced attentional tracking ability, but had no significant effect on spatial working memory, suggesting a functional dissociation between the two tasks. Pretreatment with ketanserin did not attenuate the effect of psilocybin on attentional performance, suggesting a primary involvement of the 5-HT1A receptor in the observed deficit. Based on physiological and pharmacological data, we speculate that this impaired attentional performance may reflect a reduced ability to suppress or ignore distracting stimuli rather than reduced attentional capacity. The clinical relevance of these results is also discussed.",2005,Oct,J Cogn Neurosci,17,10,1497-508,,10.1162/089892905774597191,16269092,#28612,Carter 2005,"",Possible RCT
